Gene,BRCA_1,BRCA_2,BRCA_3,Treated_1,Treated_2,Treated_3,Treated_4,Treated_5
Syn1,3656,3880,4526,5449,5260,4978,4277,4524
Syn2,3338,4471,4681,4870,4996,5667,4035,3467
Syn3,20178,25024,27196,45120,39270,34768,20602,19570
Syna,1355,1220,1489,1250,1201,1100,1378,1464
Synb,1035,1194,1376,1219,1185,1396,1194,1046
Sync,855,699,848,734,752,765,760,659
Syncrip,361,175,224,220,218,193,216,598
Syne3,167,126,141,145,148,144,187,218
Syne4,389,354,458,364,335,377,342,293
Syngap1,37,34,66,17,16,34,22,29
Syngr4,8,3,1,2,1,2,3,2
Synj1,5931,8661,9586,23075,26221,24430,8510,8104
Synj2bp,111,96,85,102,86,119,111,111
Synpo2l,1848,1790,1868,1554,1496,1498,1696,1765
Synrg,15996,13410,16136,11688,11893,10787,13207,13892
Syp,1504,1722,1721,334,460,454,1239,1104
Sys1,7928,8051,8564,13555,14818,14413,11019,11233
Syt12,633,433,469,515,458,483,699,633
Syt15,472,381,474,205,229,210,220,267
Syt17,742,450,576,572,533,489,770,909
Syt2,1447,3253,3366,1967,3672,3423,1051,1054
Syt6,31659,31334,34739,15488,15554,15764,22346,20482
Syt7,1,6,7,0,0,1,1,1
Syt8,317,371,376,385,366,451,267,228
Sytl1,219,167,211,184,207,216,286,220
Sytl3,174,191,215,235,205,212,230,205
Sytl4,2286,2039,2378,2337,2329,2201,2346,2449
Sytl5,4990,7553,8298,5701,6079,4724,4807,5514
Szrd1,948,972,1124,1159,1056,1029,1155,1087
Szt2,548,967,1033,961,1138,1056,766,703
Tada1,580,497,572,548,520,503,494,497
Tada2a,190,197,214,150,117,142,177,185
Tada2b,7112,9034,9940,8588,7988,7761,6530,6245
Tada3,2682,2292,2630,1722,1617,1499,2157,2136
Taf1,835,810,924,1152,1173,1008,837,845
Taf10,101,119,151,101,83,90,97,98
Taf12,3788,4056,4627,2103,1918,1774,2913,2841
Taf15,1578,1158,1555,132,90,183,284,145
Taf1d,31,34,31,46,26,39,21,12
Taf2,898,932,1354,808,492,614,546,692
Taf4a,1394,1637,2099,1276,1138,1423,1178,1212
Taf5,1755,1551,1730,1492,1477,1388,2028,2160
Taf6,7331,6791,7961,6621,6976,6522,8567,9408
Taf7,1476,1435,1610,1247,1256,1216,1324,1309
Taf9,20428,15708,18932,18474,18236,14184,21763,26633
Tagap,396,427,419,323,345,247,366,366
Tagap1,7,7,0,4,2,4,1,3
Tagln,1519,1562,1766,1285,1140,1035,1456,1494
Tagln2,7,8,5,6,2,5,10,9
Tagln3,5659,6664,7879,4542,4303,4881,4998,4863
Tal1,1086,1008,1077,679,678,594,864,797
Tal2,33,75,91,39,51,34,36,37
Tamm41,379,291,361,316,276,293,239,293
Tanc1,1468,1712,1932,1597,1599,1542,1728,1664
Tanc2,24,14,15,12,17,12,34,41
Tango6,2917,2340,2671,2919,2912,2635,3169,3146
Tank,4384,4119,4453,4291,3977,3619,3988,4176
Taok1,101,57,49,80,117,87,124,128
Taok2,3418,2193,2133,3300,3139,3416,2908,2900
Taok3,1950,2050,2144,2321,2323,2626,2584,2438
Tap1,2930,2286,2592,2089,2116,1893,2748,2856
Tapbp,1709,1657,2031,1571,1444,1333,1614,1686
Tapt1,331,340,400,326,306,341,488,509
Tarbp2,282,336,420,363,333,394,224,220
Tarsl2,856,600,720,897,980,1071,631,632
Tas1r1,27,10,18,16,5,10,5,1
Tas1r3,1251,1220,1257,1272,1318,1189,1269,1237
Tas2r143,1840,1518,1738,1378,1436,1243,1603,1634
Tatdn1,61,37,62,46,48,60,77,61
Tatdn2,2004,1586,1866,862,842,693,1170,1269
Tax1bp1,2468,1721,1627,1149,1368,1649,1592,1505
Tax1bp3,440,293,358,258,276,247,457,546
Taz,379,346,452,458,441,441,468,502
Tbata,116,94,156,202,259,263,153,148
Tbc1d10a,1403,1330,1759,722,559,528,588,817
Tbc1d10b,5898,9010,9110,4699,4729,5542,6513,5492
Tbc1d10c,239,206,237,211,191,183,228,237
Tbc1d13,1153,1138,1239,1179,1140,1047,1042,1080
Tbc1d14,3883,3589,3912,3497,3605,3644,4659,4341
Tbc1d16,5251,4990,5828,5246,5121,4713,5554,5631
Tbc1d2,1821,1806,2090,1513,1587,1427,1672,1609
Tbc1d20,765,725,849,643,619,617,660,637
Tbc1d23,412,384,434,583,573,531,568,510
Tbc1d24,2051,2296,2376,2021,2201,2190,2010,1957
Tbc1d25,361,409,392,409,403,385,449,400
Tbc1d2b,2032,1903,2271,1701,1605,1401,1836,1891
Tbc1d30,178,238,277,120,131,143,138,139
Tbc1d31,142,232,283,381,452,535,231,479
Tbc1d32,1427,1387,1635,1826,1863,1722,1650,1626
Tbc1d4,1556,1651,1853,1306,1328,1202,1269,1245
Tbc1d7,4585,4771,4951,5208,5020,5126,6040,5453
Tbc1d8,486,465,459,642,700,811,533,528
Tbc1d9,2,2,4,8,2,4,6,4
Tbc1d9b,1196,901,1325,98,70,108,222,116
Tbcc,174,202,213,92,96,87,107,127
Tbccd1,262,153,156,219,261,223,325,347
Tbce,4090,3347,4099,2079,2038,2379,2506,2484
Tbcel,362,308,366,304,291,340,370,293
Tbk1,29,18,21,28,23,20,8,29
Tbkbp1,3157,3125,3700,2461,2333,2768,2140,1556
Tbl1x,85,91,86,151,151,145,66,76
Tbl1xr1,1043,772,994,954,949,1054,860,831
Tbl3,2013,2042,2368,1556,1361,1619,1590,1403
Tbpl1,4341,3838,4324,3082,2988,2658,3649,3467
Tbr1,447,428,530,440,497,495,501,557
Tbrg1,926,1059,1236,863,722,706,734,801
Tbrg4,1103,957,1119,973,923,855,1269,1164
Tbx10,1903,1884,2240,1422,1347,1318,1483,1465
Tbx2,1792,1676,2051,1504,1424,1394,1837,1960
Tbx3,1533,1137,1534,1932,1959,1449,1522,1684
Tbx3os1,49,41,54,86,66,96,67,91
Tbx6,1641,1516,1705,1733,1663,1590,1512,1649
Tc2n,4709,4965,5958,3188,3183,2811,3791,3918
Tcea1,47,46,62,29,27,31,93,131
Tcea2,9502,11306,9377,17216,20104,17203,14157,12530
Tceal3,2481,2779,2956,2066,1855,1810,2014,1894
Tceal5,9,2,2,7,7,9,5,6
Tceal8,8409,7490,8475,7690,7689,7813,7400,7984
Tceanc2,1063,932,1015,839,754,656,949,1056
Tceb3,129,96,80,151,163,134,134,136
Tcf20,62,50,44,66,73,81,69,134
Tcf23,99,65,59,88,70,69,93,73
Tcf25,231,187,253,224,197,161,172,186
Tcf3,240,264,297,168,174,233,159,157
Tcf7,4066,3012,3693,4516,4421,4192,5616,6157
Tcf7l1,2060,1860,2533,253,208,260,419,256
Tcf7l2,22,20,25,22,19,19,15,18
Tchh,1689,1660,1842,1355,1272,1231,1455,1452
Tchp,3673,3263,4139,3277,3272,3156,3464,3892
Tcn2,3925,2710,2899,2088,2114,1827,2963,2792
Tcof1,13,2,1,2,1,6,5,6
Tcp1,156,126,165,135,136,136,140,160
Tcp11,411,285,424,487,536,534,494,611
Tcp11l1,1942,1552,1756,1474,1374,1227,1724,1768
Tcp11l2,238,167,184,163,161,190,206,194
Tcrg-C4,1,4,2,0,6,4,1,4
Tcta,4802,4550,4888,4719,4495,4452,4831,4437
Tcte2;2700054A10Rik,520,401,493,428,421,436,516,498
Tctex1d4,317,367,412,314,287,309,412,387
Tctn3,178,134,161,210,258,242,126,94
Tdg,6244,6264,7145,6255,6508,6163,8550,8051
Tdo2,10,5,11,7,5,6,10,13
Tdp1,88,31,67,79,64,102,48,79
Tdrd12,3157,2763,3306,2476,2323,2191,2889,3209
Tdrd3,15,20,13,6,1,6,15,8
Tdrd6,1481,1577,1756,1691,1515,1792,1591,1517
Tdrd7,1041,953,872,702,718,633,921,850
Tdrd9,868,796,940,1037,1018,912,948,946
Tdrkh,44,34,26,63,57,47,50,61
Tdrp,13,6,6,5,4,4,27,2
Tead3,997,831,947,983,948,778,922,997
Tead4,144,66,98,37,31,46,46,27
Tec,1149,1094,1194,1069,1019,911,1290,1235
Tecpr2,316,199,235,36,36,42,75,55
Tecr,199,130,162,199,169,220,309,409
Tecrl,2183,2943,3243,1990,2068,2136,2260,2179
Tekt1,845,720,751,517,432,484,791,746
Tekt2,6333,5015,5764,4004,3982,3512,3727,3603
Ten1,3579,3787,3927,4456,4444,4899,4763,4460
Tenm2,9052,5789,6451,6736,5479,5784,9646,11884
Tenm4,1859,2234,2366,1404,1372,1487,1833,1829
Tep1,235,283,340,427,330,315,329,330
Tert,294,279,404,218,201,238,234,263
Tesc,100,93,109,153,144,152,115,129
Tesk1,4972,3965,4770,4090,4258,3942,3825,3991
Tex11,597,570,587,486,482,446,690,698
Tex14,215,199,204,200,190,155,235,219
Tex15,6,6,4,24,28,44,26,51
Tex2,104,137,127,148,155,186,84,109
Tex261,1655,1239,1467,1292,1251,1228,1554,1648
Tex264,1082,849,1010,812,861,783,937,996
Tex29,7772,6361,7945,9624,9019,7954,9016,8611
Tex30,1974,2265,2321,1984,1830,2111,1779,1703
Tfam,549,559,569,629,537,516,751,676
Tfap4,117,139,144,133,162,213,183,199
Tfdp1,745,701,777,677,626,591,815,799
Tfeb,608,707,719,624,611,628,650,607
Tfg,2569,2899,3401,2926,3297,3014,1538,1515
Tfpi,15468,16258,18000,14835,14538,13089,15271,14976
Tfpi2,4640,5631,5589,11685,5631,5458,5741,4764
Tfr2,169,195,416,98,70,76,100,100
Tfrc,1005,931,934,1034,1107,1155,1136,1122
Tg,132,82,111,74,96,89,83,70
Tgds,2891,1981,3056,641,549,630,698,579
Tgfa,234,212,183,786,758,872,1080,963
Tgfb1,6262,5054,5714,3614,3673,3199,5162,5340
Tgfb2,28256,35411,37225,27554,27046,30212,28938,25599
Tgfb3,893,889,826,674,711,711,896,651
Tgfbi,7782,7563,8812,7599,7827,7676,8752,8318
Tgfbr1,16,9,6,15,15,15,12,7
Tgfbr3,861,743,811,1106,1145,1021,1081,1248
Tgfbrap1,149,109,158,229,226,227,177,146
Tgif1,4118,4388,5119,5192,4995,4901,4423,4193
Tgif2,213,123,162,30,39,43,67,45
Tgm1,2836,2895,3261,2206,2255,2238,2316,2309
Tgm4,65,30,29,24,29,29,26,37
Tgoln1,407,238,265,466,514,483,456,839
Tgs1,10,19,12,30,29,17,13,13
Tha1,1516,1553,1666,1847,1555,1418,1839,2047
Thada,4,0,2,2,2,0,2,3
Thap11,1747,2107,2002,1360,1316,1315,2148,2133
Thap3,505,550,606,496,477,524,432,423
Thap4,22,83,59,55,45,56,67,79
Thap7,43,70,94,184,139,177,60,123
Thbd,3012,2854,3150,2154,2043,1916,2612,2580
Thbs1,28482,33907,38424,33269,30354,29390,32336,31442
Thbs2,2729,3106,3484,2474,2506,2223,2495,2246
Them6,3,1,7,10,7,7,6,8
Themis,1566,1572,1711,1422,1408,1336,1515,1487
Thg1l,1,3,1,5,4,5,2,4
Thoc2,726,628,670,965,915,1198,510,414
Thoc5,1198,1054,1273,1010,1009,964,944,824
Thop1,2390,2278,2388,1856,1930,1828,2143,2240
Thpo,62,59,88,80,92,78,92,67
Thrap3,2,2,1,2,2,4,9,4
Thrb,5090,4371,4928,3920,3927,3485,3764,3690
Thrsp,412,588,551,392,372,389,459,400
Thsd1,19,21,23,20,20,19,16,10
Thumpd1,1290,1701,1878,1810,1677,1972,1627,1593
Thumpd3,142,103,81,306,337,356,180,303
Thyn1,6,3,2,6,4,2,12,10
Tial1,1214,908,1227,1279,1286,1269,1272,1435
Tiam1,235,203,230,156,158,126,211,198
Tiam2,1661,1696,1850,1395,1471,1302,1594,1589
Ticam1,142,112,108,95,115,81,84,52
Ticam2,29,13,21,28,36,26,49,60
Tifa,9,2,4,4,13,7,12,14
Tifab,58,108,102,55,66,45,52,48
Tigd2,1439,1147,1087,570,535,513,1364,1313
Tigd3,91,40,69,152,155,152,88,90
Tigit,2305,1388,1864,1152,1271,1056,1556,1739
Timd4,795,676,733,889,825,976,978,945
Timeless,3099,4347,4945,2811,2494,2527,2650,2521
Timm13,214,171,257,153,173,171,286,327
Timm22,155,122,245,418,206,278,85,97
Timm8a2,4993,5251,5610,5544,5294,5223,5229,5058
Timm9,1208,1306,1594,1002,1018,909,756,802
Timmdc1,61,43,45,67,77,83,53,39
Timp1,252,170,204,337,446,258,219,259
Timp2,2,0,0,5,2,6,0,0
Timp4,462,462,517,208,159,201,118,116
Tinf2,9,4,6,4,2,5,4,14
Tipin,4879,4925,5491,8347,8683,8420,6474,5764
Tiprl,1738,1964,2423,1855,1703,1573,1569,1413
Tirap,76,72,116,81,98,101,59,53
Tjap1,926,708,780,728,719,514,848,943
Tjp2,147,80,112,84,93,114,174,146
Tk1,887,935,1065,969,947,928,1055,1035
Tktl1,2263,2278,2246,2707,2849,3269,3023,3060
Tlcd1,256,221,286,256,250,263,240,253
Tlcd2,3440,2717,3222,2194,2094,1866,2667,2890
Tldc1,283,244,284,28,11,31,46,23
Tle1,4141,3892,4082,3876,3693,3832,5066,5286
Tle2,0,3,2,12,3,6,2,4
Tle3,916,826,1024,954,758,698,839,893
Tlk1,33117,36465,38245,20061,17621,16576,28755,28270
Tlk2,9,7,7,16,9,4,15,10
Tll2,345,310,334,361,386,363,396,420
Tlr1,827,604,852,535,463,457,574,532
Tlr12,17,5,7,6,6,11,15,14
Tlr3,1874,1846,2025,1537,1504,1372,1707,1540
Tlr7,5532,7539,8334,7522,7432,7482,8224,8449
Tlr8,45,26,32,59,76,56,49,50
Tlr9,26,23,20,30,16,36,8,9
Tlx1,68,32,33,101,80,100,56,86
Tm2d1,491,425,374,854,736,698,631,689
Tm2d2,42,23,23,10,8,17,22,18
Tm4sf1,2865,3153,3429,2807,2936,2706,3072,2911
Tm4sf4,1437,1311,1530,963,825,789,945,927
Tm6sf1,24,26,25,41,41,70,9,20
TM6SF2,25650,21816,25463,22769,22084,19068,26772,28241
Tm7sf2,1591,1671,1771,3643,3648,3975,1715,1905
Tm7sf3,37033,74546,81327,54248,68942,66073,31105,30535
Tm9sf1,900,884,1025,1158,1088,1102,1086,994
Tm9sf3,282,239,275,391,428,456,361,329
Tm9sf4,1317,1210,1357,1152,1014,1067,1465,1390
Tma16,4873,4135,4499,3738,3729,3478,4386,4075
Tma7,118,72,81,106,93,87,125,126
Tma7-ps,71,26,40,51,62,46,34,64
Tmc3,1510,2100,2303,2114,2110,2019,1163,1068
Tmc5,7202,8727,9256,7365,7309,7242,6758,6340
Tmc6,5498,4461,5433,5716,5611,4980,5981,6272
Tmc7,96,69,99,84,86,117,93,82
Tmc8,346,259,314,93,87,101,119,107
Tmcc3,2294,3006,3447,1521,1480,1401,2280,2088
Tmcc3os,356,345,375,266,284,343,289,295
Tmco3,1293,1283,1422,1106,1055,1074,1119,1101
Tmco4,739,534,589,581,654,495,741,726
Tmco6,716,717,879,689,661,622,754,717
Tmed1,1340,1577,1768,1515,1465,1513,1406,1320
Tmed10,1384,1088,1256,1175,1091,909,1348,1389
Tmed2,1115,858,992,812,768,723,1214,1293
Tmed3,790,655,778,575,597,539,751,813
Tmed5,517,298,384,200,216,206,311,295
Tmed7,1079,1158,1293,909,867,829,934,1017
Tmed8,204,225,215,186,160,162,245,254
Tmed9,1044,1138,1280,734,614,693,1000,879
Tmeff1,586,618,587,1156,1168,1221,1266,1263
Tmeff2,2947,3270,3571,2875,2902,2920,3097,2929
Tmem100,3321,3229,3504,3687,3817,3274,3907,3824
Tmem101,4574,4052,4874,4179,4448,3801,3743,4209
Tmem102,1037,1112,1195,1749,1768,1862,1174,1140
Tmem104,2663,2806,2958,3199,3184,3550,3051,2795
Tmem106b,616,584,716,386,377,334,542,521
Tmem107,208,248,243,209,225,199,252,253
Tmem108,1,0,0,4,4,1,1,1
Tmem115,6982,6083,6980,9047,9677,8461,8651,8492
Tmem117,626,578,574,471,490,368,497,572
Tmem119,4,8,9,14,6,14,8,13
Tmem120b,6608,7912,8827,7625,7642,7777,6778,6417
Tmem123,368,284,387,265,259,288,312,293
Tmem125,2476,2163,2631,2114,2128,1707,2050,2086
Tmem126a,2610,2193,2664,1924,1896,1593,2194,2459
Tmem126b,19,16,20,31,35,40,21,18
Tmem127,258,376,489,410,337,384,291,268
Tmem132a,415,152,162,34,62,33,94,75
Tmem132e,9,11,7,22,23,19,7,13
Tmem136,0,0,0,7,6,4,0,0
Tmem138,45,47,49,76,51,59,77,100
Tmem141,642,585,663,409,357,416,770,721
Tmem145,721,662,780,693,649,654,710,687
Tmem147,2317,2039,2426,2495,2154,2356,2855,2868
Tmem150a,1748,1666,1574,2438,2283,1963,2179,2188
Tmem150b,1159,1201,1200,1025,1051,982,1373,1420
Tmem150c,288,249,319,404,240,254,212,304
Tmem154,73,64,51,91,91,109,79,122
Tmem158,159,64,53,75,83,112,79,161
Tmem161b,296,231,295,280,254,201,271,288
Tmem165,1459,1409,1502,1931,1877,1746,2132,2075
Tmem167,0,7,5,10,8,11,7,9
Tmem168,3111,2998,3617,2603,2384,2248,2857,2833
Tmem17,16456,17526,19142,15942,15300,15305,15945,14797
Tmem170,645,707,729,1215,1219,997,938,1016
Tmem170b,4,4,4,1,5,3,6,3
Tmem171,1079,1181,1263,1196,1171,1213,1293,1269
Tmem176a,28,68,70,659,719,631,91,74
Tmem176b,2842,3427,4153,3777,3842,3847,3829,3502
Tmem177,3,4,1,4,4,6,8,9
Tmem178,2691,1664,1409,2950,3595,1955,3706,4264
Tmem179,3755,3579,3920,3343,3341,2896,4071,4168
Tmem181a,546,279,397,36,25,39,93,57
Tmem182,308,493,651,586,351,287,249,208
Tmem184a,453,418,510,309,228,260,503,592
Tmem186,5424,5407,6037,6614,6851,6796,6521,6124
Tmem189,32,27,16,27,23,27,24,30
Tmem19,27,16,21,17,29,51,22,14
Tmem190,828,712,768,536,493,436,750,718
Tmem191c,7426,6993,7879,5593,5604,4974,6605,6384
Tmem192,42,31,47,78,77,79,48,58
Tmem198,4,4,3,2,2,4,1,1
Tmem198b,1074,965,996,1369,1436,1176,1564,1603
Tmem199,43,34,34,35,50,70,59,49
Tmem2,2857,2349,2662,2709,2784,2452,2640,2773
Tmem200b,2848,2751,2839,3488,3417,3432,4248,3975
Tmem201,1826,2083,2130,1740,1690,1903,1743,1572
Tmem202,247,218,200,256,191,222,385,320
Tmem203,1880,2049,2104,2757,3156,3624,2255,2142
Tmem204,390,261,235,334,385,318,418,418
Tmem205,3246,3634,3964,2320,2395,2422,2709,2830
Tmem206,3,8,4,14,6,11,6,5
Tmem209,6692,4788,5808,4480,4044,4058,6467,6357
Tmem214,81,52,76,78,83,54,134,116
Tmem219,1080,1486,1379,1626,1846,1711,2476,2194
Tmem221,5933,6227,7020,6327,6622,6688,6149,6183
Tmem231,400,409,459,600,603,518,735,652
Tmem237,13,6,6,50,68,91,15,21
Tmem238,33,51,86,86,34,57,48,39
Tmem240,437,435,483,509,479,478,497,536
Tmem242,1830,1969,2142,1688,1636,1439,1798,1802
Tmem243,750,500,585,851,893,866,843,920
Tmem245,2250,2164,2391,1941,1832,1813,2470,2495
Tmem246,3217,2940,3376,3457,3522,3472,3605,3548
Tmem248,16,32,26,2,0,1,45,42
Tmem251,22,22,26,25,16,22,20,14
Tmem252,1454,1159,1306,1152,1067,1024,1389,1455
Tmem255b,16750,15787,18568,17416,18342,17950,23356,23292
Tmem259,1755,1734,1760,2610,2521,2718,2058,1933
Tmem261,387,260,291,352,361,286,303,808
Tmem263,28,23,20,19,10,18,32,16
Tmem29,73,71,72,45,37,46,72,60
Tmem33,1255,1345,1548,1223,1119,1130,1524,1484
Tmem35,671,599,685,629,640,586,740,743
Tmem37,912,638,812,1127,1162,1038,857,1047
Tmem39b,4,1,0,21,21,26,4,3
Tmem41b,1084,835,1034,904,752,645,794,876
Tmem42,1054,1003,1119,730,660,616,861,755
Tmem43,2428,2033,2562,3387,3692,3970,3240,3056
Tmem44,4232,3765,4388,2397,2480,2234,3210,3279
Tmem45a,835,761,917,520,468,525,752,715
Tmem45a2,1346,1862,1139,169,213,166,721,379
Tmem50a,440,458,528,356,315,254,463,462
Tmem50b,347,380,414,300,250,279,282,255
Tmem51os1,1052,1158,1266,988,989,968,1048,1046
Tmem52,3672,3550,3900,4746,4822,4741,3810,3464
Tmem53,1725,1893,2090,5463,4674,4273,2184,1853
Tmem55b,6223,5645,6485,3324,2782,2922,5823,4886
Tmem57,10569,10340,11349,7723,7811,8398,8920,7773
Tmem62,48,51,67,119,95,112,30,38
Tmem63a,2739,3017,3310,2920,2810,2925,2776,2437
Tmem63c,4134,3985,4390,5407,5137,5481,4806,4539
Tmem64,220,134,153,101,140,151,154,146
Tmem65,10469,18590,20178,9254,8335,8506,9477,7135
Tmem67,9957,9089,10305,7739,7838,7466,9427,8975
Tmem69,343,360,373,200,183,162,336,343
Tmem70,3,6,9,5,2,11,11,6
Tmem8,191,259,292,337,199,218,103,184
Tmem81,937,1444,1375,2515,2511,2369,1748,1490
Tmem86a,2242,2194,2362,1869,1665,1848,2329,2075
Tmem86b,2260,2244,2524,2648,2525,2537,2311,2407
Tmem87a,239,206,235,220,216,207,233,286
Tmem98,119,64,53,367,246,253,108,126
Tmem9b,9190,10453,11667,7128,8001,6791,6194,6258
Tmf1,820,630,790,598,581,577,863,938
Tmie,1389,1303,1354,1403,1451,1379,1084,1193
Tmod2,3317,3485,3620,4091,4115,4162,4207,3867
Tmpo,3546,3676,3651,3470,3732,4091,4262,3813
Tmprss12,420,252,370,278,230,231,434,433
Tmprss2,262,258,299,169,124,125,246,274
Tmprss5,1046,1439,1538,1070,1054,1031,1256,1208
Tmprss9,102,134,157,68,68,75,110,100
Tmsb10,302,229,287,42,52,61,73,53
Tmtc1,1393,1003,1105,1187,1280,1418,1422,1345
Tmtc2,445,366,483,539,537,573,447,433
Tmx2,1800,1633,1808,1738,1552,1599,2078,2032
Tmx3,1109,1039,1183,996,867,818,1315,1591
Tnf,1025,1209,1442,1198,1030,1059,1122,1094
Tnfaip2,46,40,41,44,49,65,36,30
Tnfaip3,235,208,175,261,296,271,281,252
Tnfaip6,6495,5111,6159,7123,7055,7051,6550,6280
Tnfaip8,2069,1705,1911,1620,1522,1320,1804,1879
Tnfaip8l1,16,4,8,8,21,17,9,17
Tnfaip8l2,1017,1026,1185,1301,1267,1145,1323,1152
Tnfaip8l3,283,233,260,224,223,172,243,264
Tnfrsf10b,3384,2773,3265,2557,2423,1993,2622,2668
Tnfrsf11a,1201,1394,1563,868,717,791,995,855
Tnfrsf11b,1264,1104,1327,971,899,726,1197,1289
Tnfrsf12a,1419,2225,2680,322,300,378,515,385
Tnfrsf13c,456,377,498,316,302,220,324,406
Tnfrsf17,40,40,19,41,35,43,29,48
Tnfrsf21,1724,1274,1753,1217,1139,1147,1482,1388
Tnfrsf22,0,0,0,6,11,8,5,4
Tnfrsf4,1836,1649,1963,1617,1671,1411,1675,1769
Tnfrsf8,4306,3920,4342,4807,5043,5056,4850,4273
Tnfrsf9,2616,2251,2769,2216,2343,1985,2397,2472
Tnfsf10,3452,3072,3354,3081,3038,2699,3068,3123
Tnfsf13,294,244,255,202,194,194,258,230
Tnfsf14,325,282,280,242,203,203,334,358
Tnfsf15,1635,1472,1710,1420,1215,1087,1555,1470
Tnfsf18,2077,2040,2181,1782,1788,1784,1793,1776
Tnfsf8,308,217,212,170,162,180,286,299
Tnfsf9,1101,1132,1131,1333,1396,1482,1412,1478
Tnip1,1843,1657,1773,1184,1242,1095,1518,1475
Tnip2,422,299,393,342,354,286,391,475
Tnn,312,297,318,202,216,167,266,258
Tnni1,2219,1956,2243,1285,1128,1134,1551,1601
Tnni2,570,423,536,764,613,661,544,897
Tnni3,1076,948,1151,1536,2059,2164,1159,2134
Tnni3k,2169,2019,2369,1832,1950,1844,2217,2208
Tnnt1,169,162,161,128,116,126,188,164
Tnnt2,1168,990,1112,634,599,613,1126,1151
Tnpo1,1,2,2,5,0,2,0,5
Tnpo2,0,0,0,4,5,1,1,1
Tnr,66,37,55,125,132,115,127,107
Tnrc18,2,5,9,5,11,9,3,6
Tnrc6a,425,381,488,500,463,473,519,567
Tnrc6b,2846,2056,2662,670,622,607,1020,759
Tnrc6c,3732,3798,4144,3294,3191,3363,3268,3113
Tns1,403,285,352,308,316,339,429,396
Tns3,12359,11224,13321,7878,6638,6189,10015,9525
Tob1,408,369,510,594,493,471,376,465
Tollip,2026,1899,2236,1998,1903,1799,2131,2239
Tom1,3980,3183,3692,3122,3193,2686,3528,3898
Tom1l2,58,46,49,76,67,63,59,55
Tomm6,560,454,577,334,318,260,427,457
Tomm7,3,4,6,1,6,5,4,2
Tomm70a,92,73,84,241,281,190,110,131
Tonsl,167,126,152,85,81,75,122,123
Top1,11,6,7,11,5,9,3,5
Topbp1,8111,6680,7760,5204,5315,5188,5942,5466
Topors,197,159,187,141,135,124,139,194
Toporsos,12,18,20,24,22,16,7,8
Tor1a,8,8,9,9,3,1,7,4
Tor1aip1,3522,3473,3931,3143,2844,2826,3456,3656
Tor1b,316,228,242,679,717,634,934,908
Tor3a,4,5,2,4,1,6,3,2
Tor4a,2909,2749,3122,4548,4762,4266,4169,4032
Tox,92,110,113,106,127,128,113,108
Tox2,3,5,1,3,2,1,4,1
Tox3,645,579,696,613,657,614,674,666
Tpbg,2729,2716,2979,2591,2541,2314,2677,2522
Tpcn1,199,209,192,123,99,133,155,161
Tpcn2,88,103,109,172,176,169,114,123
Tpd52,922,794,895,851,806,732,980,1008
Tpd52l2,528,467,531,492,492,398,543,535
TPH1,2003,5036,4405,1402,1348,1820,1663,3429
Tpm2,566,369,431,616,611,631,569,941
Tpm3,11,9,23,10,11,17,12,6
Tpm3-rs7,682,619,649,554,585,643,647,683
Tpmt,1783,1736,1908,1245,1195,1194,1418,1293
Tpp1,4652,5726,5820,4820,5007,5109,5232,4977
Tpp2,949,902,977,924,864,881,929,771
Tpr,4652,4941,4685,14874,13770,14802,9908,11429
Tpra1,103,126,103,119,114,125,125,122
Tprgl,550,576,677,640,576,585,599,608
Tprkb,3368,3119,3532,3163,3074,2952,3342,3280
Tprn,12854,10303,11531,11867,11888,9422,12143,12337
Tpt1-ps3,36,37,44,22,28,18,43,24
Tpte,5,10,14,28,15,11,11,12
Tra2a,55,38,46,54,53,48,64,79
Tra2b,4259,4522,5106,4279,4596,4174,4791,4755
Trabd,45,41,38,51,53,37,42,29
Tradd,12,6,4,7,8,11,3,4
Traf1,116,125,119,52,40,44,66,59
Traf2,2409,2090,2448,1593,1432,1531,1756,1744
Traf3,265,234,307,281,214,280,273,262
Traf3ip1,1504,1360,1398,1843,1968,2117,1184,817
Traf3ip2,896,677,859,737,686,599,888,750
Traf3ip3,955,801,959,718,623,611,882,958
Traf5,3409,4940,5271,3356,3410,3293,3402,3003
Traf6,4781,4387,4902,3810,4071,3453,5155,5500
Traip,1843,1320,1520,1621,1593,1432,1775,1839
Trak1,5,6,5,12,7,7,8,5
Tram1,556,563,623,547,481,486,558,713
Tram2,73,76,93,121,146,129,90,95
Trappc1,1390,917,907,1312,1363,1031,1319,1530
Trappc11,9,4,6,5,4,8,5,5
Trappc13,2095,2061,2216,2465,2375,2354,2403,2291
Trappc3,231,195,165,255,293,327,240,415
Trappc4,468,438,451,335,338,371,625,528
Trappc5,47,33,26,28,32,42,52,69
Trappc6a,3188,3175,3176,3985,4085,4029,3773,3650
Trappc6b,338,297,288,230,229,208,430,406
Trappc9,484,372,457,30,15,40,96,41
Trbv13-1,1208,1128,1300,1042,1081,1004,1112,1167
Trbv14,1744,1744,1792,2081,2095,1902,1706,1683
Trbv16,15,37,30,15,18,19,18,12
Trbv31,82,48,60,47,101,89,75,76
Trbv5,155,229,205,494,241,261,109,152
Trcg1,491,334,508,322,287,304,373,356
Trdj1,2329,2097,2350,2790,2634,3050,2539,2526
Treh,48,59,41,29,27,44,23,22
