Symbols,Healthy_1,Healthy_2,Healthy_3,Healthy_4,Healthy_5,Tumor_1,Tumor_2,Tumor_3,Tumor_4,Tumor_5,Tumor_6,Tumor_7,Tumor_8,Tumor_9,Tumor_10,Tumor_11,Tumor_12,Tumor_13,Tumor_14,Tumor_15
CASZ1,5.625389031,5.067906792,6.711831925,5.659779937,6.881714434,7.40458117,6.882412417,6.886533098,5.769168142,6.176700007,7.784525879,7.276784395,6.899848857,6.814157807,7.489466882,8.058885852,6.901552858,6.457121158,6.606321965,6.347736784
CASZ1,5.76590053,4.379019777,6.511249645,5.166264863,7.905318849,7.507425615,7.432492577,6.936037184,5.553892242,6.064344302,8.017087604,7.654840461,7.099811236,7.300744724,7.307054992,8.185508956,6.745064085,6.345813086,7.074153285,6.487419792
CASZ1,5.816908416,3.69041211,6.434305907,5.108971245,7.851283373,7.989138702,7.543433727,6.903305065,5.38113762,6.051536747,7.995046033,7.715453442,7.018228115,7.087732798,7.124250896,8.13147348,6.720626655,6.28404488,6.992570164,6.246737601
CAT,10.82846672,10.70822196,9.65245675,10.93837692,9.687018507,8.311273043,8.846755165,8.624223441,8.287359307,8.079089663,8.291448885,8.612005608,8.460511801,8.576784307,8.166210256,8.660445912,8.127246717,8.728631366,8.191661976,7.735660999
CATSPER1,4.298645652,4.998129248,4.429401056,4.698432558,4.449844208,4.277920461,4.059957318,3.818464004,4.481036367,4.465698308,4.357826774,4.29747947,4.345071156,3.822492649,3.979732384,3.844983286,4.140466358,4.542600207,4.457932424,4.299217768
CATSPER2,4.57547119,4.673408147,5.052119904,4.396514339,5.210786398,4.848013,5.085288172,5.382069386,5.115853737,5.094771848,5.741142273,5.692107436,5.271860974,5.153574182,4.712848572,5.831651087,4.067501095,5.863350827,5.158062179,5.614275948
CATSPER2P1,5.26465622,4.791797252,5.742921649,5.888574259,5.427342466,5.536342713,5.801104598,5.236127194,4.92340752,5.997214076,6.089630115,5.532937927,5.126304062,5.390661384,5.459350428,6.532741169,5.048236879,5.692234424,5.884334417,6.053910301
CATSPER4,3.648799979,4.102197005,3.969766983,3.400916034,3.783046972,3.871225264,3.392856857,3.655550951,3.790123604,3.501371407,3.910474414,3.437703636,3.803818112,3.679193785,3.741012132,3.323628189,3.320022422,3.939838992,3.482011836,4.004580192
CATSPERB,4.1513446,3.670775355,5.814396984,4.345844913,6.049806434,3.370997947,4.686981276,5.903303108,2.973226463,3.867500751,3.098327014,4.261817055,5.245851433,4.388814027,4.680529968,3.122709287,3.090865451,3.883417473,4.727258559,6.800037014
CATSPERD,3.317276919,3.494414268,3.367762133,3.429215681,3.81677526,3.168693116,3.036691619,3.015476234,3.306007356,2.767706144,2.642456849,3.105689438,3.479288001,3.381077942,3.256957149,2.860473385,2.943376862,3.720426614,3.079736781,3.228568979
CATSPERE,4.311804635,4.782414084,4.86160329,4.730113369,4.901866527,3.874457295,4.533490676,4.513049699,4.586256351,4.377371896,4.573636394,4.044002942,4.157070692,4.639352665,4.153698212,4.22209304,4.132643318,4.324288432,4.134289299,5.537194933
CATSPERG,4.5994607,4.954386778,5.040456111,4.953951232,4.941680727,4.989738365,4.531436487,4.764648054,4.665077599,4.990635481,4.824043087,5.432067668,5.060215221,4.939587695,5.78142898,4.748413797,4.924058861,5.495342409,4.890618465,4.648694237
CAVIN1,9.560526568,9.423974435,8.879014288,9.658616068,8.562337766,7.01788951,8.413369804,8.105856917,9.410482231,8.403104491,6.827310214,7.635969143,8.324661029,8.213582688,7.101499924,6.873391745,8.109113009,8.375652179,8.305898798,8.237275047
CAVIN3,8.323633863,8.280850541,7.030532268,8.272706978,7.749365036,6.703738539,7.216051055,7.176270651,8.489413569,7.871636253,6.693673175,7.031842158,7.399857641,7.56250617,6.841832656,6.269737849,7.124541991,6.103525372,7.613460759,7.596716464
CBARP,7.279101336,7.188647751,7.497650046,7.203727257,7.409325933,7.212801725,7.079181373,7.00426105,7.458490581,7.065332631,6.481381504,7.185422253,7.208493999,6.959218981,7.301593098,6.626459068,6.552222121,7.484930575,7.556943575,7.433531906
CBFA2T3,6.115008382,6.456578205,6.000804325,6.135128363,6.147181803,7.090340322,6.420861174,5.656030537,6.359335396,5.731211137,5.910720065,6.00793881,5.932707841,5.579394195,6.501368525,6.242584432,5.58447809,6.164867927,6.330505027,6.177257374
CBFB,7.524591117,7.643236935,8.151534403,7.433189823,8.2612806,8.125636234,7.936420832,8.669124906,8.75096578,8.494477371,8.610575983,8.393873027,8.118273887,8.462321525,7.684745901,8.763742465,8.665616069,8.310229938,8.608377237,8.770455811
CBL,7.345970691,7.78727068,7.542576311,7.001760445,7.290097351,7.443521799,7.889022494,7.56058224,8.129516879,7.689816535,7.383497953,7.471938319,7.632946681,7.696194406,7.1997632,7.022609676,8.193901886,7.847946972,7.322250771,7.218788766
CBLC,5.708192261,4.671196557,5.606665636,5.482711374,6.07535138,5.94325688,6.104822409,5.516875542,5.205037251,5.911533064,6.686616336,6.39712191,5.860019725,5.565291379,6.239100018,6.241224351,7.215567796,6.682107086,4.030755911,5.143443286
CBLIF,4.005978029,3.566458437,3.620753717,4.260721243,3.56433491,3.598118806,3.364474802,3.707051856,3.601159525,3.658448577,3.155753871,3.607030643,3.765155592,3.576821099,3.429112697,3.483662543,3.149617495,3.706852504,3.721053929,3.621129588
CBLN1,4.669336785,5.721837571,5.002251897,5.397741831,4.420115994,5.104867846,4.401592369,4.03198277,4.591255637,4.770024544,4.855999242,4.741305323,5.170201809,5.04514334,4.914842133,4.259135664,4.588870619,4.281025726,5.214073767,5.091883471
CBLN2,4.269764382,4.976723693,4.179376097,4.971856697,4.451311077,4.517420413,5.084168179,3.963119045,4.54707546,4.873583141,4.274708197,4.340481428,4.313115613,4.257053456,5.548473819,4.159054648,4.2883623,4.20752658,5.240205996,7.895345434
CBLN3,5.292030739,5.925160039,5.384387783,5.725256105,5.182624473,5.905331466,5.400309232,5.057002749,5.381509337,5.401283331,5.9871757,5.381924542,5.134711625,5.371244835,5.720875309,6.047612585,6.602410587,5.355776734,5.396218847,5.809515623
CBX1,7.627022231,7.708333506,7.91400911,7.405492857,6.662477427,7.356484401,7.697453632,7.659295851,7.490991881,7.684759039,7.777440794,6.501226268,7.413407601,7.465508646,7.845318608,7.603274633,7.816864382,7.687601073,7.909186899,7.397930034
CBX2,5.659918954,5.73137656,5.63068505,5.77741192,5.246550782,6.373151026,5.544937683,5.265847775,6.30360481,5.512178305,5.509247529,6.222791561,5.503929761,5.839265106,5.316133288,6.38306615,6.818997745,6.2808659,7.115304688,6.215127591
CBX4,6.542730041,6.749053344,6.928350245,6.990507041,6.415918359,8.27754669,7.56221965,6.461207118,7.020126484,7.066651332,7.780871727,6.745891746,7.018177106,7.096843759,7.202434118,7.769939081,7.10268568,7.069619439,7.605525058,7.542486464
CBX5,8.497304898,7.784174351,9.47290299,8.33757943,8.435552013,9.512233311,9.110324156,9.42579285,8.712405907,8.238039341,9.765360354,7.702430915,8.775107145,9.025750389,8.960175019,10.30361551,9.660593181,8.651308077,8.662157761,9.346289992
CBX8,6.587529467,6.543381571,6.501886199,7.052462983,6.420661719,7.179316486,6.494805712,5.947269287,6.173288025,6.434494024,6.841310194,6.379726796,6.515977015,6.317098452,6.734441549,6.572022418,6.282415154,6.563476286,6.872450673,6.793680693
CBY2,3.436766094,3.550932247,3.823239776,3.672123291,3.660369861,3.456324152,3.782615511,3.351811296,4.179991514,4.267847172,3.149686131,4.315001212,4.108611558,3.681803978,3.445103971,3.558579289,3.554572883,3.669320385,4.145371947,3.435118773
CC2D1A,7.001056185,7.089467306,7.400103067,6.873152502,6.823379587,6.626151788,6.846610099,7.313085781,6.831564577,6.774048824,7.511131936,6.872601152,6.818750321,6.822306679,7.048783351,8.092484803,7.347613821,7.866435677,6.873867864,6.873172038
CC2D1B,6.184558466,6.118964482,6.641685404,6.364388684,6.255378765,6.540469558,6.621820166,6.492126422,6.724235275,6.932220076,6.638703418,6.505044139,6.416443886,6.498022152,6.572553765,6.832798445,6.794264345,6.160910823,7.429267829,6.26336033
CC2D2B,2.358146869,2.484222529,2.114253391,2.674125181,2.102105926,2.103855645,2.206940064,2.20938867,2.120757072,2.978484293,1.809171324,2.084337712,2.567389283,2.634641548,2.396655382,2.115863696,1.954506961,2.023670314,2.382914231,2.307069436
CC2D2B,2.828087246,3.243316169,2.101703303,2.77521339,2.551213833,2.790751071,2.121576215,2.646184479,2.684053977,2.568209859,1.948603888,2.527031776,3.476776625,2.274698825,1.966182199,1.446476767,2.220136542,2.65843201,1.599750303,1.951969536
CC2D2B,4.242905018,2.072008186,4.183549476,4.31912728,5.392911219,4.445463655,4.426132124,4.273825862,4.41947471,4.414919773,4.485309417,5.269995843,5.575836717,5.324459413,4.732580072,4.587918022,4.400829328,4.064664607,4.615147051,4.619240359
CC2D2B,4.032101339,4.251653525,3.349185831,4.070706396,4.361065746,4.175490564,4.597312524,4.176432673,4.091812578,4.861478639,4.271689011,3.646487852,4.265225467,4.626530513,3.229606999,4.328303112,3.898352547,4.171378891,4.94179902,3.806911233
CC2D2B,3.619404728,3.707097897,3.123395493,3.390608206,3.982063863,3.364419028,3.347596732,3.636702086,3.476411234,3.835948911,3.414043252,3.437705863,4.49345837,3.459456236,3.224769194,3.516651857,3.295078134,3.205941872,2.947449955,3.491179727
CCAR1,7.971754277,7.784423395,8.092190809,7.623420445,8.69090363,9.037054279,8.531150208,8.463294557,8.082284524,8.345252732,9.08763371,8.403817752,8.092217855,8.386268464,8.244991959,8.269950497,8.194306728,8.325934443,8.232310868,8.361819906
CCBE1,4.671102087,4.652408799,4.011996311,4.352771273,4.035732387,4.519524045,5.286739722,3.954987538,4.804723922,4.073205736,3.760671025,4.733535981,5.008590489,3.976681508,4.611146144,3.786767259,4.166017551,4.07606061,4.39743716,4.211303377
CCDC102A,5.932985011,5.407001567,6.096157129,6.133657843,5.566417168,5.322812991,5.25622384,5.656683372,6.100070295,5.039218961,5.353399561,5.235524414,5.428427105,5.621649177,5.576760522,5.536380341,6.770977994,5.816971834,5.484275727,5.708831923
CCDC102B,5.594601615,5.230364772,4.959869155,5.123790239,4.817358574,5.078999697,4.89713928,4.416825223,5.881557915,5.002458714,6.113471749,4.740862173,6.417478274,4.951892133,4.402481766,6.010900466,4.484327263,4.832327404,5.045804899,6.176620611
CCDC103,4.772930072,5.033961366,4.897000702,4.73158668,4.501321622,6.103314924,5.802358967,5.262677385,4.591148914,4.157366603,6.599330924,4.459356439,4.455532212,4.906887625,4.549177216,6.492763531,5.153111074,4.260015733,4.035795983,4.827120553
CCDC105,5.718933022,6.064720144,5.572570916,5.492919936,5.554646115,5.206416875,5.05635605,5.323703772,5.312949396,5.299626031,5.296412114,5.90988458,5.90413975,5.138026241,5.389381313,4.700828044,4.71717137,5.800843666,5.301737926,5.957677457
CCDC106,6.89812664,7.076323965,7.148968827,7.030043853,6.281370083,7.223244982,6.505179806,6.698849639,6.741174393,6.41660398,7.044030631,6.84648997,6.83840953,6.374857162,7.141157771,7.733233209,6.071114719,7.008972811,6.44535161,6.806919243
CCDC113,5.399846546,5.547770039,6.098334812,5.589995828,5.434335864,5.897609739,6.278066385,5.974059093,4.672239707,4.603190706,6.351968733,5.273032889,5.44257619,5.945071777,5.038356212,6.750693601,6.359609274,5.257263302,5.733271988,5.446599004
CCDC122,3.724847657,4.166454666,3.838057862,3.325216576,3.819320371,3.217305801,3.81228453,4.055595069,3.504061101,3.774298468,4.526761891,3.650836026,3.531098795,3.889472541,3.287999358,3.56211543,3.817255197,3.081344796,3.678481535,3.75755755
CCDC124,8.00849703,7.939903036,7.738313222,8.360190708,7.287662753,7.468619665,7.999098633,7.513133388,8.02040971,7.441271169,8.067611271,7.613155896,7.939815235,7.358959235,8.018284621,8.316189078,9.027166479,8.395736482,7.407023853,7.865065386
CCDC137,6.371577844,6.313162427,6.493707426,6.697371043,5.954406501,7.396582618,6.436758951,6.222122135,5.781619686,6.15740969,6.920845264,6.298913861,6.88765723,6.04279332,6.86730029,6.490966794,6.566320365,6.48209703,6.57962502,6.414991592
CCDC15,4.067979975,4.148945681,4.157868285,3.859123608,4.052217108,3.366037723,4.195137443,4.19376179,3.977790805,3.592303546,4.615552,4.365315778,4.062204622,4.064076188,4.158211659,4.510526855,4.57202728,4.393716648,3.913164192,4.217045597
CCDC153,4.79800112,5.059151421,4.705140073,4.647880375,4.852871583,5.143689148,4.937733442,4.541003843,4.962846408,4.763591895,6.221028004,5.196997276,4.823445843,4.258625856,4.372007384,4.776795362,4.750723523,4.446867487,5.018799824,4.887126563
CCDC154,5.305592107,5.333965763,5.707767755,5.813977185,5.551634524,6.047657588,5.589609834,5.391394507,6.007310624,5.573326579,5.289199521,5.544998066,5.524029383,5.231376725,5.634788862,5.292284794,5.541531098,6.03921783,5.50028378,5.9928022
CCDC159,6.539473832,6.014072256,6.088092653,6.406690674,6.098407634,6.396722088,6.317684972,6.129503335,6.218593129,6.283349763,6.464903449,5.790997526,6.131850035,6.339326181,6.618755459,7.47597302,6.820417039,6.467916286,6.69309828,6.573662133
CCDC168,3.196859763,3.096464862,2.754670246,2.53249588,2.731568078,2.793160599,2.847331146,2.700418775,3.030316791,2.59774303,2.91411828,2.861288908,2.734827187,2.498226093,2.981829832,2.131452116,2.83411728,2.636137441,2.413676068,2.771902112
CCDC168,3.375306646,3.430277522,3.16488875,3.594143428,3.962297264,3.305309885,2.979646983,3.00243235,3.408449185,3.040926099,3.143184255,3.745784564,3.612480506,3.079225884,3.22832151,2.995977106,3.085728905,2.997010159,3.696513179,3.190676897
CCDC17,5.567074355,5.832598493,5.547225253,5.732593214,5.538654207,5.765535581,5.082008273,5.148773382,5.692946799,5.656202131,5.512957578,5.53677328,5.599336487,5.421457597,5.784620762,5.639196904,5.701895046,5.769573683,5.767346439,5.32910487
CCDC172,1.930605704,3.069911093,1.937471984,2.178749376,1.70883284,2.445107273,1.841408912,1.833265685,1.814123735,2.007747345,1.998655919,1.874858002,2.257242508,1.806936945,1.779719725,1.861308878,1.664586814,2.172374091,2.164399839,2.088712693
CCDC175,2.413099803,2.603698453,2.602100129,2.382017934,2.500511923,2.801610127,2.510161532,2.235865971,2.111358587,2.21817211,2.204434601,2.327432154,2.351221788,2.152954413,2.608630509,2.337029508,2.102918957,2.935803131,2.344518494,2.470287578
CCDC177,5.58554251,5.067737383,4.673095178,4.589040906,5.281774673,5.332873407,4.880806512,4.764051477,4.716141256,4.946976986,4.258419216,5.083939829,5.341229691,4.974557315,5.02616443,4.561249923,4.827120537,4.995653177,5.13078697,4.640089636
CCDC177,7.211806625,7.879009869,7.297399102,7.43620836,7.434257582,6.989631461,6.810388353,6.905696503,7.482359622,6.717623302,6.72011173,7.318077717,7.131066973,7.101256389,7.191922955,6.341919618,6.347507886,7.516013505,7.216219215,7.336677107
CCDC178,2.684557918,2.687117243,2.295822441,3.078409565,2.505842339,2.297102183,2.53804455,2.294409766,2.438524258,2.562464896,2.63193079,2.290533566,2.557837742,2.472621167,2.38594967,2.32734943,2.52675781,2.764248331,2.216265281,2.27686555
CCDC18,4.065672008,4.212496489,3.776351533,4.233465321,3.906144693,4.668245143,3.602171084,3.782980137,4.006011593,3.815864922,5.44282295,3.843230639,4.091408286,3.695568864,4.171713108,5.589729051,4.971629972,5.11247466,3.746568596,4.110804539
CCDC181,3.124100414,3.135707556,3.382281807,3.867492179,3.72252802,3.014342871,2.694220889,2.920037973,2.940892135,3.227438464,3.204511793,3.236163063,3.235760582,3.341207103,3.23983471,3.232880582,2.776800702,3.385295125,3.099558338,2.807877478
CCDC182,4.170217828,4.438623366,3.73890646,4.760955645,4.501499647,4.50519155,4.397280823,4.288842873,4.833111477,4.188294926,3.566133835,4.431263837,4.873199569,4.319787493,4.207790314,4.272232853,4.111955865,3.951324303,4.335845607,4.372733072
CCDC184,5.101100879,5.248066112,5.214770169,5.261474958,5.107594901,5.333739338,4.974281731,4.515434502,5.711762875,5.344259403,5.151545402,5.346141448,5.198306365,5.312845534,5.271069444,4.606148183,4.534746702,5.016651389,5.016651389,5.284933316
CCDC185,5.603629232,5.880853229,5.297191368,5.85352484,5.755312357,6.10678673,5.470640438,5.352347085,5.560991713,6.147785696,4.999026356,5.568070175,6.375829235,5.362572654,5.008152763,5.164634314,4.990285774,5.853071836,6.140481321,5.813327025
CCDC190,3.271239975,3.524715409,3.181901381,3.38600586,3.30185208,3.091131684,3.16572438,2.958803082,2.694004619,3.165859746,2.872593597,3.103184295,3.541024827,3.562353109,3.176453178,2.688995686,2.953394062,3.866529142,3.560033051,2.681375243
CCDC196,2.229351596,3.357836996,2.262248533,2.474865484,2.097351217,2.434118124,1.895819652,2.240171493,2.030104,2.407070907,2.108489751,2.572407284,2.398726787,2.267317671,2.063299894,2.476988083,2.144634342,2.187159389,2.335933873,2.457164315
CCDC197,3.675898998,3.0942283,3.364896609,3.318556055,3.248626929,3.754164854,3.285704895,3.32548148,3.858816851,3.085267408,3.44546237,3.51092968,3.475823972,3.696271288,3.138792782,3.701716227,3.555643726,3.414420578,3.185253681,3.887586118
CCDC198,2.884612205,2.870293116,2.558432098,3.037449593,2.489556197,2.884770824,2.619352457,2.455653599,2.349623472,2.404014688,2.374329807,2.574124372,2.688445746,2.287218044,2.747836546,2.766523504,2.457680562,2.512270846,2.743558091,2.55010225
CCDC24,6.290451517,5.716820511,6.026688065,5.41293164,6.178427492,6.978233085,6.701832871,6.545720815,5.597523341,6.352080612,6.872762315,6.513718678,6.199053378,6.647349095,6.333126082,7.309997857,6.123058355,5.674956514,6.76562952,6.429577896
CCDC27,5.210658505,5.045677643,5.419854481,5.158767279,5.033269374,4.848432957,4.190891355,4.596159905,4.849012561,4.570582002,4.314231755,4.929896103,5.314377107,4.633099415,4.680922912,4.575926414,4.27953545,5.324057375,5.014201917,5.038175657
CCDC28B,4.770889818,5.186770785,5.066407424,5.200704656,4.660011303,4.738466829,4.588849661,4.56977156,5.046364376,4.968817325,4.606126275,4.97758236,5.14232891,4.78872912,4.938648048,4.516631767,5.020511118,4.66058839,5.125072319,4.763314328
CCDC3,9.217893217,8.89367919,6.293237815,9.319923731,7.126101553,5.633121806,6.517640173,6.41222013,7.613485265,6.691098781,6.108691248,5.837605821,9.259185224,6.655103351,5.9264455,5.631136823,5.779082091,7.196449986,7.213645261,6.692988523
CCDC30,4.503981327,4.089086777,5.078523217,4.68598239,4.86098071,5.468927889,5.072400358,5.080851189,3.782950112,4.556815633,5.712691726,3.893177384,4.245585119,4.919310302,4.793153151,6.036694322,4.379558802,4.449216625,3.844801964,5.81349614
CCDC33,5.027662756,4.849660712,4.775189169,5.22173594,5.053645679,4.919211007,4.538546279,4.434027907,5.046589244,4.940520695,4.612659052,5.039387323,4.969308638,4.602769554,4.776831552,4.513485297,4.725266855,4.994235906,5.008165856,5.146270723
